,gene,sg^Ind1^Rep1^CellType
271,gene-356,-0.5546824565256864
272,gene-357,0.4637020786449496
273,gene-360,-0.05816123852207153
274,gene-361,-0.41974095803173134
275,gene-362,0.2878484374173879
276,gene-363,-0.1915490581640959
277,gene-364,0.34125617963643495
278,gene-366,-0.4203300776335191
279,gene-367,0.09875222519917769
280,gene-368,0.08619552367296636
281,gene-369,0.25365491580414096
282,gene-370,0.03358667917600398
283,gene-371,-0.27835564639440236
284,gene-373,0.6663248687902731
285,gene-375,-0.3481451093496375
286,gene-376,-0.0032645204457856596
287,gene-378,0.2954284830871181
288,gene-380,0.27323454937396713
289,gene-382,0.3825593923641862
290,gene-383,-0.05096037387603762
291,gene-384,-0.0686307712231482
292,gene-385,-0.14072033424630714
293,gene-386,-0.007957367964710365
294,gene-387,0.19837340670331105
295,gene-388,-0.14969162114572404
296,gene-390,0.1845440227160217
297,gene-391,-0.2865460092384281
298,gene-393,0.00886561216018232
299,gene-395,0.24558705337774
300,gene-396,0.3158544770903297
301,gene-397,0.19901833405264915
302,gene-398,-0.2677881854087012
303,gene-399,-0.008842818394892723
304,gene-400,0.09893250577361468
305,gene-401,-0.06535237741500667
306,gene-402,-0.13188735722815895
307,gene-406,-0.5741040997423744
308,gene-407,-0.1768278857443697
309,gene-408,-0.0026927971754559087
310,gene-409,-0.0771933280234372
311,gene-410,0.37298770530553693
312,gene-412,0.025039783242355826
313,gene-413,0.5778395111241394
314,gene-414,0.10135586205991837
315,gene-416,-0.9743228665753029
316,gene-417,-0.18976205238734423
317,gene-418,-0.5530276611564666
318,gene-419,-0.36157911720578906
319,gene-420,-0.28842439251582164
320,gene-421,0.02004010466633583
321,gene-422,0.1377422200124165
322,gene-426,-0.018796085291810885
323,gene-427,0.043668946796504404
324,gene-428,0.08641943134355741
325,gene-429,0.11480434757548255
326,gene-430,-0.5459748354208217
327,gene-431,-0.09842825123111962
328,gene-432,-0.01366085829065602
329,gene-433,0.237070000010192
330,gene-434,0.21867079337609313
331,gene-435,-0.15481392610914566
332,gene-436,0.43891965730963267
333,gene-437,0.17869282354071095
334,gene-438,0.3459258637558394
335,gene-439,-0.13078223485309698
336,gene-441,0.43688971908106555
337,gene-443,-0.46779397146686474
338,gene-445,-0.1973452464714427
339,gene-446,0.22630574742143836
340,gene-447,0.15007074865408748
341,gene-448,0.19335123677586089
342,gene-449,0.10342311369378986
343,gene-450,-0.19782941852852437
344,gene-451,0.027591110804948457
345,gene-452,-0.03471118770261223
346,gene-453,0.03041236851250057
347,gene-454,0.09411346181486019
348,gene-456,-0.005752181529540806
349,gene-457,0.6941891323361027
350,gene-458,-0.3437526159876931
351,gene-459,0.07523576732477716
352,gene-461,0.18680765542696057
353,gene-462,-0.3113760299431333
354,gene-464,0.08390703942819032
355,gene-465,-0.326112074260493
356,gene-466,-0.18929251173651804
357,gene-467,-0.3710649168706937
358,gene-468,-0.4712765101391768
359,gene-469,-0.12330389586722389
360,gene-470,-0.6754367642399686
361,gene-471,0.29206309135379277
362,gene-472,0.16751398517470048
363,gene-474,0.3001498567449871
364,gene-475,-0.2108978558207859
365,gene-476,-0.15091156270858264
366,gene-477,0.03956268240812491
367,gene-478,-0.3123654366402312
368,gene-479,-0.04838696760479878
369,gene-480,-0.007115153000757511
370,gene-481,0.34529493524873084
371,gene-482,-0.0273882717551287
372,gene-483,-0.3728477407443124
373,gene-484,-0.12007281990354099
374,gene-485,-0.03366078992171667
375,gene-486,0.13551422933381102
376,gene-487,-0.061033085790643975
377,gene-488,0.105562935076204
378,gene-490,0.08290667420016351
379,gene-491,-0.03571425039661941
380,gene-493,-0.07287137477134564
381,gene-495,-0.3085359991323527
382,gene-496,0.03651914413002188
383,gene-497,0.35941440322175217
384,gene-498,0.28714368421227476
385,gene-499,-0.3776423132064615
386,gene-500,0.029899358494390002
387,gene-501,0.06988534172702987
388,gene-502,0.21251011159294458
389,gene-503,0.15306993703542557
390,gene-506,0.22039668416027766
391,gene-508,0.17020752613153084
392,gene-509,0.4773447077676565
393,gene-510,-0.050652109466398074
394,gene-511,0.3780398907612864
395,gene-512,-0.3043996477111256
396,gene-513,-0.058872916075415525
397,gene-514,-0.07412275064982772
398,gene-515,-0.053466519179014696
399,gene-516,-0.1959209297814297
400,gene-517,0.33940000494864353
401,gene-518,-0.2518273255450474
402,gene-519,0.08634752867880027
403,gene-520,-0.4003634180238329
404,gene-521,0.19930100184209099
405,gene-522,-0.37191188419205906
406,gene-524,-0.33289592504010906
407,gene-525,0.13674077079935995
408,gene-526,0.08685090188247815
409,gene-527,-0.013014253343765556
410,gene-528,0.2021206892315596
411,gene-529,0.37123325291008064
412,gene-530,-0.03152219230546646
413,gene-531,-0.0219481946213875
